county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Plumas,4/2/2022,0,0,0,35,0,0,0
Plumas,4/3/2022,0,0,0,35,0,0,0
Plumas,4/4/2022,0,0,0,35,0,0,0
Plumas,4/5/2022,0,0,0,35,0,0,0
Plumas,4/6/2022,0,0,0,35,0,0,0
Plumas,4/7/2022,0,0,0,35,0,0,0
Plumas,4/8/2022,0,0,0,35,0,0,0
Plumas,4/9/2022,0,0,0,35,0,0,0
Plumas,4/10/2022,0,0,0,35,0,0,0
Plumas,4/11/2022,0,0,0,35,0,0,0
Plumas,4/12/2022,0,0,0,35,0,0,0
Plumas,4/13/2022,0,0,0,35,0,0,0
Plumas,4/14/2022,0,0,0,35,0,0,0
Plumas,4/15/2022,0,0,0,35,0,0,0
Plumas,4/16/2022,0,0,0,35,0,0,0
Plumas,4/17/2022,0,0,0,35,0,0,0
Plumas,4/18/2022,0,0,0,35,0,0,0
Plumas,4/19/2022,0,0,0,35,0,0,0
Plumas,4/20/2022,0,0,0,35,0,0,0
Plumas,4/21/2022,0,0,0,35,0,0,0
Plumas,4/22/2022,0,0,0,35,0,0,0
Plumas,4/23/2022,0,0,0,35,0,0,0
Plumas,4/24/2022,0,0,0,35,0,0,0
Plumas,4/25/2022,0,0,0,35,0,0,0
Plumas,4/26/2022,0,0,0,35,0,0,0
Plumas,4/27/2022,1,0,1,35,0,0,0
Plumas,4/28/2022,0,0,0,35,0,0,0
Plumas,4/29/2022,0,0,0,35,0,0,0
Plumas,4/30/2022,0,0,0,35,0,0,0
Plumas,5/1/2022,0,0,0,35,0,0,0
Plumas,5/2/2022,0,0,0,35,0,0,0
Plumas,5/3/2022,0,0,0,35,0,0,0
Plumas,5/4/2022,0,0,0,35,0,0,0
Plumas,5/5/2022,0,0,0,35,0,0,0
Plumas,5/6/2022,0,0,0,35,0,0,0
Plumas,5/7/2022,0,0,0,35,0,0,0
Plumas,5/8/2022,0,0,0,35,0,0,0
Plumas,5/9/2022,0,0,0,35,0,0,0
Plumas,5/10/2022,0,0,0,35,0,0,0
Plumas,5/11/2022,0,0,0,35,0,0,0
Plumas,5/12/2022,0,0,0,35,0,0,0
Plumas,5/13/2022,0,0,0,35,0,0,0
Plumas,5/14/2022,1,0,1,35,0,0,0
Plumas,5/15/2022,1,0,1,35,0,0,0
Plumas,5/16/2022,1,0,1,35,0,0,0
Plumas,5/17/2022,1,0,1,35,0,0,0
Plumas,5/18/2022,0,0,0,35,0,0,0
Plumas,5/19/2022,0,0,0,35,0,0,0
Plumas,5/20/2022,0,0,0,35,0,0,0
Plumas,5/21/2022,0,0,0,35,0,0,0
Plumas,5/22/2022,0,0,0,35,0,0,0
Plumas,5/23/2022,0,0,0,19,0,0,0
Plumas,5/24/2022,1,0,1,35,0,0,0
Plumas,5/25/2022,1,0,1,35,0,0,0
Plumas,5/26/2022,1,0,1,35,0,0,0
Plumas,5/27/2022,1,0,1,35,0,0,0
Plumas,5/28/2022,1,0,1,35,0,0,0
Plumas,5/29/2022,1,0,1,35,0,0,0
Plumas,5/30/2022,1,0,1,35,0,0,0
Plumas,5/31/2022,1,0,1,35,0,0,0
Plumas,6/1/2022,1,0,1,35,0,0,0
Plumas,6/2/2022,0,0,0,35,0,0,0
Plumas,6/3/2022,0,0,0,35,0,0,0
Plumas,6/4/2022,0,0,0,35,0,0,0
Plumas,6/5/2022,0,0,0,35,0,0,0
Plumas,6/6/2022,0,0,0,35,0,0,0
Plumas,6/7/2022,0,0,0,35,0,0,0
Plumas,6/8/2022,0,0,0,35,0,0,0
Plumas,6/9/2022,0,0,0,35,0,0,0
Plumas,6/10/2022,0,0,0,35,0,0,0
Plumas,6/11/2022,0,0,0,35,0,0,0
Plumas,6/12/2022,0,0,0,35,0,0,0
Plumas,6/13/2022,0,0,0,35,0,0,0
Plumas,6/14/2022,0,0,0,35,0,0,0
Plumas,6/15/2022,0,0,0,35,0,0,0
Plumas,6/16/2022,0,0,0,35,0,0,0
Plumas,6/17/2022,0,0,0,35,0,0,0
Plumas,6/18/2022,0,0,0,35,0,0,0
Plumas,6/19/2022,0,0,0,35,0,0,0
Plumas,6/20/2022,0,0,0,35,0,0,0
Plumas,6/21/2022,0,0,0,35,0,0,0
Plumas,6/22/2022,1,0,1,35,0,0,0
Plumas,6/23/2022,0,0,0,35,0,0,0
Plumas,6/24/2022,0,0,0,35,0,0,0
Plumas,6/25/2022,0,0,0,35,0,0,0
Plumas,6/26/2022,0,0,0,35,0,0,0
Plumas,6/27/2022,1,0,1,35,0,0,0
Plumas,6/28/2022,2,0,2,35,0,0,0
Plumas,6/29/2022,2,0,2,35,0,0,0
Plumas,6/30/2022,2,0,2,35,0,0,0
Plumas,7/1/2022,2,0,2,35,0,0,0
Plumas,7/2/2022,2,0,2,35,0,0,0
Plumas,7/3/2022,5,0,5,35,0,0,0
Plumas,7/4/2022,0,0,0,35,0,0,0
Plumas,7/5/2022,3,0,3,35,0,0,0
Plumas,7/6/2022,3,0,3,35,0,0,0
Plumas,7/7/2022,3,0,3,35,0,0,0
Plumas,7/8/2022,3,0,3,35,0,0,0
Plumas,7/9/2022,3,0,3,35,0,0,0
Plumas,7/10/2022,0,0,0,35,0,0,0
Plumas,7/11/2022,0,0,0,35,0,0,0
Plumas,7/12/2022,0,0,0,35,0,0,0
Plumas,7/13/2022,1,0,1,35,0,0,0
Plumas,7/14/2022,1,0,1,35,0,0,0
Plumas,7/15/2022,1,0,1,35,0,0,0
Plumas,7/16/2022,1,0,1,35,0,0,0
Plumas,7/17/2022,1,0,1,35,0,0,0
Plumas,7/18/2022,0,0,0,35,0,0,0
Plumas,7/19/2022,0,0,0,35,0,0,0
Plumas,7/20/2022,0,0,0,35,0,0,0
Plumas,7/21/2022,1,0,1,35,0,0,0
Plumas,7/22/2022,1,0,1,35,0,0,0
Plumas,7/23/2022,6,0,6,35,0,0,0
Plumas,7/24/2022,0,0,0,35,0,0,0
Plumas,7/25/2022,0,0,0,35,0,0,0
Plumas,7/26/2022,0,0,0,35,0,0,0
Plumas,7/27/2022,0,0,0,35,0,0,0
Plumas,7/28/2022,0,0,0,35,0,0,0
Plumas,7/29/2022,0,0,0,35,0,0,0
Plumas,7/30/2022,0,0,0,35,0,0,0
Plumas,7/31/2022,0,0,0,35,0,0,0
Plumas,8/1/2022,0,0,0,35,0,0,0
Plumas,8/2/2022,0,0,0,35,0,0,0
Plumas,8/3/2022,0,0,0,35,0,0,0
Plumas,8/4/2022,0,0,0,35,0,0,0
Plumas,8/5/2022,0,0,0,35,0,0,0
Plumas,8/6/2022,1,0,1,35,0,0,0
Plumas,8/7/2022,1,0,1,35,0,0,0
Plumas,8/8/2022,1,0,1,35,0,0,0
Plumas,8/9/2022,0,0,0,19,0,0,0
Plumas,8/10/2022,0,0,0,35,0,0,0
Plumas,8/11/2022,0,0,0,35,0,0,0
Plumas,8/12/2022,0,0,0,35,0,0,0
Plumas,8/13/2022,0,0,0,35,0,0,0
Plumas,8/14/2022,0,0,0,35,0,0,0
Plumas,8/15/2022,0,0,0,35,0,0,0
Plumas,8/16/2022,0,0,0,35,0,0,0
Plumas,8/17/2022,1,0,1,35,0,0,0
Plumas,8/18/2022,1,0,1,35,0,0,0
Plumas,8/19/2022,0,0,0,35,0,0,0
Plumas,8/20/2022,0,0,0,35,0,0,0
Plumas,8/21/2022,0,0,0,35,0,0,0
Plumas,8/22/2022,1,0,1,35,0,0,0
Plumas,8/23/2022,1,0,1,35,0,0,0
Plumas,8/24/2022,0,0,0,35,0,0,0
Plumas,8/25/2022,0,0,0,26,0,0,0
Plumas,8/26/2022,0,0,0,35,0,0,0
Plumas,8/27/2022,0,0,0,35,0,0,0
Plumas,8/28/2022,0,0,0,35,0,0,0
Plumas,8/29/2022,1,0,1,35,0,0,0
Plumas,8/30/2022,0,0,0,35,0,0,0
Plumas,8/31/2022,0,0,0,35,0,0,0
Plumas,9/1/2022,1,0,1,26,0,0,0
Plumas,9/2/2022,1,0,1,35,0,0,0
Plumas,9/3/2022,0,0,0,35,0,0,0
Plumas,9/4/2022,0,0,0,35,0,0,0
Plumas,9/5/2022,0,0,0,35,0,0,0
Plumas,9/6/2022,0,0,0,35,0,0,0
Plumas,9/7/2022,0,0,0,35,0,0,0
Plumas,9/8/2022,0,0,0,35,0,0,0
Plumas,9/9/2022,0,0,0,35,0,0,0
Plumas,9/10/2022,0,0,0,35,0,0,0
Plumas,9/11/2022,0,0,0,35,0,0,0
Plumas,9/12/2022,1,0,1,35,0,0,0
Plumas,9/13/2022,1,0,1,35,0,0,0
Plumas,9/14/2022,0,0,0,35,0,0,0
Plumas,9/15/2022,1,0,1,35,0,0,0
Plumas,9/16/2022,1,0,1,35,0,0,0
Plumas,9/17/2022,0,0,0,35,0,0,0
Plumas,9/18/2022,1,0,1,35,0,0,0
Plumas,9/19/2022,1,0,1,35,0,0,0
Plumas,9/20/2022,1,0,1,35,0,0,0
Plumas,9/21/2022,1,0,1,35,0,0,0
Plumas,9/22/2022,1,0,1,35,0,0,0
Plumas,9/23/2022,0,0,0,35,0,0,0
Plumas,9/24/2022,1,0,1,35,0,0,0
Plumas,9/25/2022,1,0,1,35,0,0,0
Plumas,9/26/2022,1,0,1,35,0,0,0
Plumas,9/27/2022,2,0,2,35,0,0,0
Plumas,9/28/2022,0,0,0,35,0,0,0
Plumas,9/29/2022,0,0,0,35,0,0,0
Plumas,9/30/2022,0,0,0,35,0,0,0
Plumas,10/1/2022,2,0,2,35,0,0,0
Plumas,10/2/2022,2,0,2,33,0,0,0
Plumas,10/3/2022,1,0,1,35,0,0,0
Plumas,10/4/2022,2,0,2,35,0,0,0
Plumas,10/5/2022,2,0,2,35,0,0,0
Plumas,10/6/2022,0,0,0,35,0,0,0
Plumas,10/7/2022,0,0,0,35,0,0,0
Plumas,10/8/2022,0,0,0,35,0,0,0
Plumas,10/9/2022,0,0,0,35,0,0,0
Plumas,10/10/2022,0,0,0,35,0,0,0
Plumas,10/11/2022,0,0,0,35,0,0,0
Plumas,10/12/2022,0,0,0,35,0,0,0
Plumas,10/13/2022,0,0,0,35,0,0,0
Plumas,10/14/2022,1,0,1,35,0,0,0
Plumas,10/15/2022,0,0,0,35,0,0,0
Plumas,10/16/2022,0,0,0,35,0,0,0
Plumas,10/17/2022,0,0,0,35,0,0,0
Plumas,10/18/2022,0,0,0,35,0,0,0
Plumas,10/19/2022,0,0,0,35,0,0,0
Plumas,10/20/2022,0,0,0,35,0,0,0
Plumas,10/21/2022,0,0,0,35,0,0,0
Plumas,10/22/2022,1,0,1,35,0,0,0
Plumas,10/23/2022,1,0,1,35,0,0,0
Plumas,10/24/2022,0,0,0,35,0,0,0
Plumas,10/25/2022,0,0,0,35,0,0,0
Plumas,10/26/2022,0,0,0,35,0,0,0
Plumas,10/27/2022,0,0,0,35,0,0,0
Plumas,10/28/2022,0,0,0,35,0,0,0
Plumas,10/29/2022,0,0,0,35,0,0,0
Plumas,10/30/2022,0,0,0,35,0,0,0
Plumas,10/31/2022,0,0,0,35,0,0,0
Plumas,11/1/2022,1,0,1,35,0,0,0
Plumas,11/2/2022,0,0,0,35,0,0,0
Plumas,11/3/2022,0,0,0,35,0,0,0
Plumas,11/4/2022,1,0,1,35,0,0,0
Plumas,11/5/2022,0,0,0,35,0,0,0
Plumas,11/6/2022,1,0,1,35,0,0,0
Plumas,11/7/2022,0,0,0,35,0,0,0
Plumas,11/8/2022,0,0,0,35,0,0,0
Plumas,11/9/2022,0,0,0,35,0,0,0
Plumas,11/10/2022,1,0,1,35,0,0,0
Plumas,11/11/2022,1,0,1,35,0,0,0
Plumas,11/12/2022,1,0,1,35,0,0,0
Plumas,11/13/2022,1,0,1,35,0,0,0
Plumas,11/14/2022,0,0,0,35,0,0,0
Plumas,11/15/2022,1,0,1,35,0,0,0
Plumas,11/16/2022,1,0,1,35,0,0,0
Plumas,11/17/2022,1,0,1,35,0,0,0
Plumas,11/18/2022,1,0,1,35,0,0,0
Plumas,11/19/2022,1,0,1,35,0,0,0
Plumas,11/20/2022,1,0,1,35,0,0,0
Plumas,11/21/2022,1,0,1,35,0,0,0
Plumas,11/22/2022,0,0,0,35,0,0,0
Plumas,11/23/2022,0,0,0,35,0,0,0
Plumas,11/24/2022,0,0,0,35,0,0,0
Plumas,11/25/2022,0,0,0,35,0,0,0
Plumas,11/26/2022,0,0,0,35,0,0,0
Plumas,11/27/2022,0,0,0,35,0,0,0
Plumas,11/28/2022,0,0,0,35,0,0,0
Plumas,11/29/2022,0,0,0,35,0,0,0
Plumas,11/30/2022,0,0,0,35,0,0,0
Plumas,12/1/2022,0,0,0,35,0,0,0
Plumas,12/2/2022,0,0,0,35,0,0,0
Plumas,12/3/2022,0,0,0,35,0,0,0
Plumas,12/4/2022,0,0,0,35,0,0,0
Plumas,12/5/2022,1,0,1,35,0,0,0
Plumas,12/6/2022,1,0,1,35,0,0,0
Plumas,12/7/2022,0,0,0,35,0,0,0
Plumas,12/8/2022,1,0,1,38,0,0,0
Plumas,12/9/2022,1,0,1,38,0,0,0
Plumas,12/10/2022,1,0,1,38,0,0,0
Plumas,12/11/2022,1,0,1,38,0,0,0
Plumas,12/12/2022,2,0,2,38,0,0,0
Plumas,12/13/2022,3,0,3,38,0,0,0
Plumas,12/14/2022,1,0,1,38,0,0,0
Plumas,12/15/2022,1,0,1,38,0,0,0
Plumas,12/16/2022,2,0,2,38,0,0,0
Plumas,12/17/2022,2,0,2,38,0,0,0
Plumas,12/18/2022,0,0,0,38,0,0,0
Plumas,12/19/2022,0,0,0,38,0,0,0
Plumas,12/20/2022,1,0,1,38,0,0,0
Plumas,12/21/2022,1,0,1,38,0,0,0
Plumas,12/22/2022,0,0,0,38,0,0,0
Plumas,12/23/2022,0,0,0,38,0,0,0
Plumas,12/24/2022,0,0,0,38,0,0,0
Plumas,12/25/2022,0,0,0,38,0,0,0
Plumas,12/26/2022,0,0,0,38,0,0,0
Plumas,12/27/2022,0,0,0,38,0,0,0
Plumas,12/28/2022,1,0,1,38,0,0,0
Plumas,12/29/2022,0,0,0,38,0,0,0
Plumas,12/30/2022,1,0,1,38,0,0,0
Plumas,12/31/2022,1,0,1,38,0,0,0
Plumas,1/1/2023,0,0,0,38,0,0,0
Plumas,1/2/2023,1,0,1,38,0,0,0
Plumas,1/3/2023,1,0,1,38,0,0,0
Plumas,1/4/2023,1,0,1,38,0,0,0
Plumas,1/5/2023,1,0,1,38,0,0,0
Plumas,1/6/2023,1,0,1,38,0,0,0
Plumas,1/7/2023,1,0,1,38,0,0,0
Plumas,1/8/2023,1,0,1,38,0,0,0
Plumas,1/9/2023,1,0,1,38,0,0,0
Plumas,1/10/2023,1,0,1,38,0,0,0
Plumas,1/11/2023,2,0,2,38,0,0,0
Plumas,1/12/2023,0,0,0,38,0,0,0
Plumas,1/13/2023,0,0,0,38,0,0,0
Plumas,1/14/2023,0,0,0,38,0,0,0
Plumas,1/15/2023,0,0,0,38,0,0,0
Plumas,1/16/2023,1,0,1,38,0,0,0
Plumas,1/17/2023,1,0,1,38,0,0,0
Plumas,1/18/2023,1,0,1,35,0,0,0
Plumas,1/19/2023,1,0,1,35,0,0,0
Plumas,1/20/2023,1,0,1,35,0,0,0
Plumas,1/21/2023,0,0,0,38,0,0,0
Plumas,1/22/2023,0,0,0,38,0,0,0
Plumas,1/23/2023,1,0,1,38,0,0,0
Plumas,1/24/2023,1,0,1,35,0,0,0
Plumas,1/25/2023,1,0,1,35,0,0,0
Plumas,1/26/2023,1,0,1,35,0,0,0
Plumas,1/27/2023,1,0,1,35,0,0,0
Plumas,1/28/2023,0,0,0,35,0,0,0
Plumas,1/29/2023,0,0,0,35,0,0,0
Plumas,1/30/2023,0,0,0,35,0,0,0
Plumas,1/31/2023,0,0,0,35,0,0,0
Plumas,2/1/2023,0,0,0,35,0,0,0
Plumas,2/2/2023,0,0,0,35,0,0,0
Plumas,2/3/2023,0,0,0,35,0,0,0
Plumas,2/4/2023,0,0,0,35,0,0,0
Plumas,2/5/2023,0,0,0,35,0,0,0
Plumas,2/6/2023,0,0,0,35,0,0,0
Plumas,2/7/2023,0,0,0,35,0,0,0
Plumas,2/8/2023,0,0,0,35,0,0,0
Plumas,2/9/2023,0,0,0,35,0,0,0
Plumas,2/10/2023,0,0,0,35,0,0,0
Plumas,2/11/2023,0,0,0,35,0,0,0
Plumas,2/12/2023,1,0,1,35,0,0,0
Plumas,2/13/2023,1,0,1,35,0,0,0
Plumas,2/14/2023,0,0,0,35,0,0,0
Plumas,2/15/2023,0,0,0,35,0,0,0
Plumas,2/16/2023,0,0,0,35,0,0,0
Plumas,2/17/2023,1,0,1,35,0,0,0
Plumas,2/18/2023,1,0,1,35,0,0,0
Plumas,2/19/2023,0,0,0,35,0,0,0
Plumas,2/20/2023,0,0,0,35,0,0,0
Plumas,2/21/2023,1,0,1,35,0,0,0
Plumas,2/22/2023,1,0,1,35,0,0,0
Plumas,2/23/2023,0,0,0,35,0,0,0
Plumas,2/24/2023,0,0,0,35,0,0,0
Plumas,2/25/2023,0,0,0,35,0,0,0
Plumas,2/26/2023,0,0,0,35,0,0,0
Plumas,2/27/2023,0,0,0,35,0,0,0
Plumas,2/28/2023,0,0,0,35,0,0,0
Plumas,3/1/2023,0,0,0,35,0,0,0
Plumas,3/2/2023,0,0,0,35,0,0,0
Plumas,3/3/2023,0,0,0,35,0,0,0
Plumas,3/4/2023,0,0,0,35,0,0,0
Plumas,3/5/2023,0,0,0,35,0,0,0
Plumas,3/6/2023,0,0,0,35,0,0,0
Plumas,3/7/2023,0,0,0,35,0,0,0
Plumas,3/8/2023,0,0,0,35,0,0,0
Plumas,3/9/2023,0,0,0,35,0,0,0
Plumas,3/10/2023,0,0,0,35,0,0,0
Plumas,3/11/2023,0,0,0,35,0,0,0
Plumas,3/12/2023,0,0,0,35,0,0,0
Plumas,3/13/2023,0,0,0,35,0,0,0
Plumas,3/14/2023,0,0,0,35,0,0,0
Plumas,3/15/2023,0,0,0,35,0,0,0
Plumas,3/16/2023,0,0,0,35,0,0,0
Plumas,3/17/2023,0,0,0,35,0,0,0
Plumas,3/18/2023,0,0,0,35,0,0,0
Plumas,3/19/2023,0,0,0,35,0,0,0
Plumas,3/20/2023,0,0,0,35,0,0,0
Plumas,3/21/2023,0,0,0,35,0,0,0
Plumas,3/22/2023,0,0,0,35,0,0,0
Plumas,3/23/2023,0,0,0,35,0,0,0
Plumas,3/24/2023,0,0,0,35,0,0,0
Plumas,3/25/2023,0,0,0,35,0,0,0
Plumas,3/26/2023,0,0,0,35,0,0,0
Plumas,3/27/2023,0,0,0,35,0,0,0
Plumas,3/28/2023,0,0,0,35,0,0,0
Plumas,3/29/2023,0,0,0,35,0,0,0
Plumas,3/30/2023,0,0,0,35,0,0,0
Plumas,3/31/2023,0,0,0,35,0,0,0
Plumas,4/1/2023,0,0,0,35,0,0,0
Plumas,4/2/2023,0,0,0,35,0,0,0
Plumas,4/3/2023,0,0,0,35,0,0,0
Plumas,4/4/2023,0,0,0,35,0,0,0
Plumas,4/5/2023,0,0,0,35,0,0,0
Plumas,4/6/2023,0,0,0,35,0,0,0
Plumas,4/7/2023,0,0,0,35,0,0,0
Plumas,4/8/2023,0,0,0,35,0,0,0
Plumas,4/9/2023,0,0,0,35,0,0,0
Plumas,4/10/2023,0,0,0,35,0,0,0
Plumas,4/11/2023,1,0,1,35,0,0,0
Plumas,4/12/2023,1,0,1,35,0,0,0
Plumas,4/13/2023,0,0,0,35,0,0,0
Plumas,4/14/2023,0,0,0,35,0,0,0
Plumas,4/15/2023,0,0,0,35,0,0,0
Plumas,4/16/2023,0,0,0,35,0,0,0
Plumas,4/17/2023,0,0,0,35,0,0,0
Plumas,4/18/2023,0,0,0,35,0,0,0
Plumas,4/19/2023,1,0,1,35,0,0,0
Plumas,4/20/2023,1,0,1,35,0,0,0
Plumas,4/21/2023,1,0,1,35,0,0,0
Plumas,4/22/2023,1,0,1,35,0,0,0
Plumas,4/23/2023,1,0,1,35,0,0,0
Plumas,4/24/2023,1,0,1,35,0,0,0
Plumas,4/25/2023,0,0,0,35,0,0,0
Plumas,4/26/2023,0,0,0,35,0,0,0
Plumas,4/27/2023,0,0,0,35,0,0,0
Plumas,4/28/2023,0,0,0,35,0,0,0
Plumas,4/29/2023,0,0,0,35,0,0,0
Plumas,4/30/2023,0,0,0,35,0,0,0
Plumas,5/1/2023,0,0,0,35,0,0,0
Plumas,5/2/2023,2,0,2,35,0,0,0
Plumas,5/3/2023,2,0,2,35,0,0,0
Plumas,5/4/2023,2,0,2,35,0,0,0
Plumas,5/5/2023,0,0,0,35,0,0,0
Plumas,5/6/2023,1,0,1,35,0,0,0
Plumas,5/7/2023,1,0,1,35,0,0,0
Plumas,5/8/2023,0,0,0,35,0,0,0
Plumas,5/9/2023,0,0,0,35,0,0,0
Plumas,5/10/2023,0,0,0,35,0,0,0
Plumas,5/11/2023,1,0,1,10,0,,0
Plumas,5/12/2023,1,0,1,10,0,,0
Plumas,5/13/2023,0,0,0,10,0,,0
Plumas,5/14/2023,0,0,0,10,0,,0
Plumas,5/15/2023,0,0,0,10,0,,0
Plumas,5/16/2023,0,0,0,10,0,,0
Plumas,5/17/2023,0,0,0,10,0,,0
Plumas,5/18/2023,0,0,0,10,0,,0
Plumas,5/19/2023,0,0,0,10,0,,0
Plumas,5/20/2023,0,0,0,10,0,,0
Plumas,5/21/2023,0,0,0,10,0,,0
Plumas,5/22/2023,0,0,0,10,0,,0
Plumas,5/23/2023,0,0,0,10,0,,0
Plumas,5/24/2023,0,0,0,10,0,,0
Plumas,5/25/2023,0,0,0,10,0,,0
Plumas,5/26/2023,0,0,0,10,0,,0
Plumas,5/27/2023,0,0,0,10,0,,0
Plumas,5/28/2023,0,0,0,10,0,,0
Plumas,5/29/2023,0,0,0,10,0,,0
Plumas,5/30/2023,0,0,0,10,0,,0
Plumas,5/31/2023,0,0,0,10,0,,0
Plumas,6/1/2023,0,0,0,10,0,,0
Plumas,6/2/2023,0,0,0,10,0,,0
Plumas,6/3/2023,0,0,0,10,0,,0
Plumas,6/4/2023,0,0,0,10,0,,0
Plumas,6/5/2023,0,0,0,10,0,,0
Plumas,6/6/2023,0,0,0,10,0,,0
Plumas,6/7/2023,0,0,0,10,0,,0
Plumas,6/8/2023,0,0,0,10,0,,0
Plumas,6/9/2023,0,0,0,10,0,,0
Plumas,6/10/2023,0,0,0,10,0,,0
Plumas,6/11/2023,1,0,0,10,0,,0
Plumas,6/12/2023,1,0,0,10,0,,0
Plumas,6/13/2023,0,0,0,,0,,0
Plumas,6/14/2023,0,0,0,,0,,0
Plumas,6/15/2023,0,0,0,,0,,0
Plumas,6/16/2023,0,0,0,,0,,0
Plumas,6/17/2023,0,0,0,,0,,0
Plumas,6/18/2023,0,0,0,,0,,0
Plumas,6/19/2023,0,0,0,,0,,0
Plumas,6/20/2023,0,0,0,,0,,0
Plumas,6/21/2023,0,0,0,,0,,0
Plumas,6/22/2023,0,0,0,,0,,0
Plumas,6/23/2023,0,0,0,,0,,0
Plumas,6/24/2023,0,0,0,,0,,0
Plumas,6/25/2023,0,0,0,,0,,0
Plumas,6/26/2023,0,0,0,,0,,0
Plumas,6/27/2023,0,0,0,,0,,0
Plumas,6/28/2023,0,0,0,,0,,0
Plumas,6/29/2023,0,0,0,,0,,0
Plumas,6/30/2023,0,0,0,,0,,0
Plumas,7/1/2023,0,0,0,,0,,0
Plumas,7/2/2023,0,0,0,,0,,0
Plumas,7/3/2023,0,0,0,,0,,0
Plumas,7/4/2023,0,0,0,,0,,0
Plumas,7/5/2023,0,0,0,,0,,0
Plumas,7/6/2023,0,0,0,,0,,0
Plumas,7/7/2023,0,0,0,,0,,0
Plumas,7/8/2023,0,0,0,,0,,0
Plumas,7/9/2023,0,0,0,,0,,0
Plumas,7/10/2023,0,0,0,,0,,0
Plumas,7/11/2023,0,0,0,,0,,0
Plumas,7/12/2023,0,0,0,,0,,0
Plumas,7/13/2023,0,0,0,,0,,0
Plumas,7/14/2023,0,0,0,,0,,0
Plumas,7/15/2023,0,0,0,,0,,0
Plumas,7/16/2023,0,0,0,,0,,0
Plumas,7/17/2023,0,0,0,,0,,0
Plumas,7/18/2023,0,0,0,,0,,0
Plumas,7/19/2023,0,0,0,,0,,0
Plumas,7/20/2023,0,0,0,,0,,0
Plumas,7/21/2023,0,0,0,,0,,0
Plumas,7/22/2023,0,0,0,,0,,0
Plumas,7/23/2023,0,0,0,,0,,0
Plumas,7/24/2023,0,0,0,,0,,0
Plumas,7/25/2023,1,0,0,,0,,0
Plumas,7/26/2023,1,0,0,,0,,0
Plumas,7/27/2023,1,0,0,,0,,0
Plumas,7/28/2023,0,0,0,,0,,0
Plumas,7/29/2023,0,0,0,,0,,0
Plumas,7/30/2023,0,0,0,,0,,0
Plumas,7/31/2023,0,0,0,,0,,0
Plumas,8/1/2023,1,0,0,,0,,0
Plumas,8/2/2023,0,0,0,,0,,0
Plumas,8/3/2023,0,0,0,,0,,0
Plumas,8/4/2023,0,0,0,,0,,0
Plumas,8/5/2023,0,0,0,,0,,0
Plumas,8/6/2023,0,0,0,,0,,0
Plumas,8/7/2023,0,0,0,,0,,0
Plumas,8/8/2023,0,0,0,,0,,0
Plumas,8/9/2023,0,0,0,,0,,0
Plumas,8/10/2023,0,0,0,,0,,0
Plumas,8/11/2023,0,0,0,,0,,0
Plumas,8/12/2023,0,0,0,,0,,0
Plumas,8/13/2023,0,0,0,,0,,0
Plumas,8/14/2023,0,0,0,,0,,0
Plumas,8/15/2023,0,0,0,,0,,0
Plumas,8/16/2023,0,0,0,,0,,0
Plumas,8/17/2023,0,0,0,,0,,0
Plumas,8/18/2023,0,0,0,,0,,0
Plumas,8/19/2023,0,0,0,,0,,0
Plumas,8/20/2023,0,0,0,,0,,0
Plumas,8/21/2023,0,0,0,0,0,,0
Plumas,8/22/2023,0,0,0,,0,,0
Plumas,8/23/2023,0,0,0,,0,,0
Plumas,8/24/2023,0,0,0,,0,,0
Plumas,8/25/2023,0,0,0,,0,,0
Plumas,8/26/2023,0,0,0,,0,,0
Plumas,8/27/2023,0,0,0,,0,,0
Plumas,8/28/2023,2,0,0,,0,,0
Plumas,8/29/2023,2,0,0,,0,,0
Plumas,8/30/2023,2,0,0,,0,,0
Plumas,8/31/2023,1,0,0,,0,,0
Plumas,9/1/2023,0,0,0,,0,,0
Plumas,9/2/2023,0,0,0,,0,,0
Plumas,9/3/2023,1,0,0,,0,,0
Plumas,9/4/2023,1,0,0,,0,,0
Plumas,9/5/2023,1,0,0,,0,,0
Plumas,9/6/2023,1,0,0,,0,,0
Plumas,9/7/2023,1,0,0,,0,,0
Plumas,9/8/2023,2,0,0,,0,,0
Plumas,9/9/2023,1,0,0,,0,,0
Plumas,9/10/2023,1,0,0,,0,,0
Plumas,9/11/2023,1,0,0,,0,,0
Plumas,9/12/2023,1,0,0,,0,,0
Plumas,9/13/2023,0,0,0,,0,,0
Plumas,9/14/2023,0,0,0,,0,,0
Plumas,9/15/2023,0,0,0,,0,,0
Plumas,9/16/2023,1,0,0,,0,,0
Plumas,9/17/2023,0,0,0,,0,,0
Plumas,9/18/2023,0,0,0,,0,,0
Plumas,9/19/2023,0,0,0,,0,,0
Plumas,9/20/2023,0,0,0,,0,,0
Plumas,9/21/2023,0,0,0,,0,,0
Plumas,9/22/2023,0,0,0,,0,,0
Plumas,9/23/2023,0,0,0,,0,,0
Plumas,9/24/2023,0,0,0,,0,,0
Plumas,9/25/2023,0,0,0,,0,,0
Plumas,9/26/2023,0,0,0,0,0,,0
Plumas,9/27/2023,0,0,0,,0,,0
